Trade;Instrument;Strategy;Version;Qty;Direction;Entry time;Entry price;Exit time;ExitPrice;Profit;Commission;MAE;MFE
1;GC;CuBoLong;F3Tf3;2;Long;08/02/2008 16:35:00;1691,9;08/02/2008 22:35:00;1694,7;559,999999999991;0;800;700
2;GC;CuBoLong;F3Tf3;2;Long;19/02/2008 17:05:00;1701,4;19/02/2008 22:35:00;1699,9;-300;0;720,000000000027;359,999999999991
3;GC;CuBoLong;F3Tf3;2;Long;20/02/2008 19:05:00;1705,5;20/02/2008 22:35:00;1716,1;2119,99999999998;0;140,000000000009;2519,99999999998
4;GC;CuBoLong;F3Tf3;2;Long;21/02/2008 17:35:00;1721,4;21/02/2008 22:35:00;1716,5;-980,000000000018;0;1420,00000000003;1179,99999999997
5;GC;CuBoLong;F3Tf3;2;Long;26/02/2008 17:05:00;1713,7;26/02/2008 22:35:00;1720,4;1340,00000000001;0;400;1679,99999999997
6;GC;CuBoLong;F3Tf3;2;Long;28/02/2008 17:05:00;1736,1;28/02/2008 22:35:00;1742,4;1260,00000000004;0;479,999999999973;1560,00000000004
7;GC;CuBoLong;F3Tf3;2;Long;05/03/2008 17:05:00;1753,9;05/03/2008 22:35:00;1759,2;1059,99999999999;0;0;2039,99999999996
8;GC;CuBoLong;F3Tf3;2;Long;14/03/2008 15:35:00;1773,3;14/03/2008 21:35:00;1770,8;-500;0;1559,99999999999;920,000000000027
9;GC;CuBoLong;F3Tf3;2;Long;20/05/2008 16:35:00;1677,9;20/05/2008 22:35:00;1682,9;1000;0;60,0000000000364;1859,99999999999
10;GC;CuBoLong;F3Tf3;2;Long;21/05/2008 17:35:00;1691,1;21/05/2008 22:35:00;1695,3;840,000000000009;0;539,999999999964;1000
11;GC;CuBoLong;F3Tf3;2;Long;27/06/2008 17:05:00;1688,1;27/06/2008 22:35:00;1689;180,000000000018;0;600;780,000000000018
12;GC;CuBoLong;F3Tf3;2;Long;01/07/2008 16:35:00;1703,2;01/07/2008 22:35:00;1699,3;-780,000000000018;0;1020,00000000003;819,999999999982
13;GC;CuBoLong;F3Tf3;2;Long;02/07/2008 18:05:00;1703,8;02/07/2008 22:35:00;1705,4;320,000000000027;0;340,000000000009;620,000000000027
14;GC;CuBoLong;F3Tf3;2;Long;10/07/2008 16:35:00;1701,6;10/07/2008 22:35:00;1707,4;1160,00000000004;0;639,999999999964;1320,00000000003
15;GC;CuBoLong;F3Tf3;2;Long;14/07/2008 16:35:00;1730;14/07/2008 22:35:00;1732,3;459,999999999991;0;940,000000000009;1080,00000000002
16;GC;CuBoLong;F3Tf3;2;Long;17/07/2008 16:35:00;1730,6;17/07/2008 22:35:00;1716,3;-2859,99999999999;0;3259,99999999999;1680,00000000002
17;GC;CuBoLong;F3Tf3;2;Long;18/09/2008 19:05:00;1653;18/09/2008 21:10:00;1628;-5000;0;5000;4519,99999999998
18;GC;CuBoLong;F3Tf3;1;Long;22/09/2008 19:35:00;1658,4;22/09/2008 22:35:00;1657,6;-80,0000000000182;0;690,000000000009;500
19;GC;CuBoLong;F3Tf3;1;Long;29/09/2008 21:35:00;1673;29/09/2008 22:35:00;1661,1;-1190,00000000001;0;1609,99999999999;859,999999999991
20;GC;CuBoLong;F3Tf3;1;Long;01/10/2008 18:35:00;1643,8;01/10/2008 22:35:00;1626,6;-1720;0;2459,99999999999;450
21;GC;CuBoLong;F3Tf3;1;Long;21/11/2008 17:05:00;1540,6;21/11/2008 22:35:00;1549,6;900;0;979,999999999995;1180,00000000002
22;GC;CuBoLong;F3Tf3;1;Long;24/11/2008 16:35:00;1578,8;24/11/2008 22:35:00;1570,2;-859,999999999991;0;1230;90,0000000000091
23;GC;CuBoLong;F3Tf3;1;Long;10/12/2008 18:05:00;1557;10/12/2008 22:35:00;1556,7;-29,9999999999955;0;579,999999999995;359,999999999991
24;GC;CuBoLong;F3Tf3;1;Long;15/12/2008 16:35:00;1587,9;15/12/2008 22:35:00;1586,9;-100;0;990,000000000009;250
25;GC;CuBoLong;F3Tf3;1;Long;16/12/2008 16:35:00;1587;16/12/2008 22:35:00;1605,7;1870;0;729,999999999995;2050
26;GC;CuBoLong;F3Tf3;1;Long;17/12/2008 16:35:00;1623,1;17/12/2008 22:35:00;1614,9;-819,999999999982;0;1430;160,000000000014
27;GC;CuBoLong;F3Tf3;1;Long;26/12/2008 19:05:00;1604,9;26/12/2008 22:35:00;1617;1209,99999999999;0;20,0000000000045;1580
28;GC;CuBoLong;F3Tf3;1;Long;31/12/2008 19:35:00;1631,4;31/12/2008 22:35:00;1627,4;-400;0;450;9,99999999999091
29;GC;CuBoLong;F3Tf3;1;Long;06/01/2009 19:35:00;1612,4;06/01/2009 22:35:00;1611,5;-90,0000000000091;0;170,000000000005;569,999999999982
30;GC;CuBoLong;F3Tf3;1;Long;20/01/2009 17:35:00;1610,7;20/01/2009 22:35:00;1602,5;-820,000000000005;0;1460,00000000001;120,000000000005
31;GC;CuBoLong;F3Tf3;1;Long;23/01/2009 17:35:00;1634,9;23/01/2009 22:35:00;1646,7;1180;0;40,0000000000091;1559,99999999999
32;GC;CuBoLong;F3Tf3;1;Long;29/01/2009 16:35:00;1638,5;29/01/2009 22:40:00;1654;1550;0;9,99999999999091;1780
33;GC;CuBoLong;F3Tf3;1;Long;11/02/2009 16:35:00;1692,6;11/02/2009 22:35:00;1684,7;-789,999999999986;0;839,999999999986;90,0000000000091
34;GC;CuBoLong;F3Tf3;1;Long;18/02/2009 19:35:00;1723,2;18/02/2009 22:35:00;1730,3;709,999999999991;0;40,0000000000091;1000
35;GC;CuBoLong;F3Tf3;1;Long;20/02/2009 19:05:00;1748,9;20/02/2009 22:35:00;1738;-1090,00000000001;0;1220;29,9999999999955
36;GC;CuBoLong;F3Tf3;1;Long;25/02/2009 16:35:00;1720,9;25/02/2009 22:35:00;1696,5;-2440,00000000001;0;3120;189,999999999986
37;GC;CuBoLong;F3Tf3;2;Long;12/05/2009 19:35:00;1666,4;12/05/2009 22:35:00;1666,3;-20,0000000000273;0;500;139,999999999964
38;GC;CuBoLong;F3Tf3;3;Long;15/05/2009 17:05:00;1675,2;15/05/2009 22:35:00;1674,1;-330,000000000041;0;1380,00000000004;450
39;GC;CuBoLong;F3Tf3;3;Long;19/05/2009 20:05:00;1670,7;19/05/2009 22:35:00;1668,1;-780,000000000041;0;1080,00000000004;419,999999999959
40;GC;CuBoLong;F3Tf3;3;Long;21/05/2009 18:05:00;1686,6;21/05/2009 22:35:00;1697,1;3150;0;329,999999999973;3780,00000000004
41;GC;CuBoLong;F3Tf3;3;Long;27/05/2009 18:05:00;1699,2;27/05/2009 22:35:00;1692,2;-2100;0;2850;779,999999999973
42;GC;CuBoLong;F3Tf3;3;Long;28/05/2009 17:05:00;1705,8;28/05/2009 22:35:00;1701,3;-1350;0;1619,99999999996;389,999999999986
43;GC;CuBoLong;F3Tf3;3;Long;29/05/2009 16:35:00;1721,1;29/05/2009 22:35:00;1721,6;150;0;1139,99999999999;510,000000000014
44;GC;CuBoLong;F3Tf3;3;Long;04/06/2009 17:05:00;1720;04/06/2009 22:35:00;1723,4;1020,00000000003;0;870,000000000027;1260,00000000001
45;GC;CuBoLong;F3Tf3;3;Long;11/06/2009 19:35:00;1702;11/06/2009 22:35:00;1696,2;-1739,99999999999;0;1979,99999999997;539,999999999986
46;GC;CuBoLong;F3Tf3;3;Long;22/07/2009 17:05:00;1691,9;22/07/2009 22:35:00;1692,1;59,9999999999454;0;420,000000000027;1169,99999999996
47;GC;CuBoLong;F3Tf3;3;Long;04/08/2009 17:05:00;1703,8;04/08/2009 22:35:00;1707,5;1110,00000000001;0;179,999999999973;2250
48;GC;CuBoLong;F3Tf3;2;Long;16/10/2009 17:35:00;1794,8;16/10/2009 22:35:00;1792;-559,999999999991;0;1079,99999999997;0
49;GC;CuBoLong;F3Tf3;2;Long;19/10/2009 18:05:00;1796,7;19/10/2009 22:35:00;1802,4;1140,00000000001;0;359,999999999991;1259,99999999999
50;GC;CuBoLong;F3Tf3;2;Long;21/10/2009 19:05:00;1801,6;21/10/2009 22:35:00;1797,4;-839,999999999964;0;1079,99999999997;540,000000000009
51;GC;CuBoLong;F3Tf3;2;Long;29/10/2009 16:35:00;1780,3;29/10/2009 21:35:00;1786;1140,00000000001;0;140,000000000009;1340,00000000001
52;GC;CuBoLong;F3Tf3;2;Long;02/11/2009 16:35:00;1801,1;02/11/2009 22:35:00;1798,8;-459,999999999991;0;1839,99999999996;100
53;GC;CuBoLong;F3Tf3;3;Long;03/11/2009 17:05:00;1815,4;03/11/2009 22:35:00;1823,4;2400;0;120,000000000027;3509,99999999995
54;GC;CuBoLong;F3Tf3;2;Long;04/11/2009 21:05:00;1836,3;04/11/2009 22:35:00;1831,9;-879,999999999973;0;1219,99999999998;159,999999999991
55;GC;CuBoLong;F3Tf3;3;Long;10/11/2009 16:35:00;1847;10/11/2009 22:35:00;1844,1;-870,000000000027;0;2939,99999999999;389,999999999986
56;GC;CuBoLong;F3Tf3;3;Long;13/11/2009 17:05:00;1852,3;13/11/2009 22:35:00;1857,7;1620,00000000003;0;510,000000000014;1800
57;GC;CuBoLong;F3Tf3;3;Long;16/11/2009 19:35:00;1877,6;16/11/2009 22:35:00;1878,6;300;0;539,999999999986;1560,00000000001
58;GC;CuBoLong;F3Tf3;3;Long;20/11/2009 20:05:00;1887,2;20/11/2009 22:35:00;1888,6;419,999999999959;0;270,000000000027;839,999999999986
59;GC;CuBoLong;F3Tf3;3;Long;25/11/2009 18:05:00;1923,9;25/11/2009 22:35:00;1928,2;1289,99999999999;0;450;1919,99999999996
60;GC;CuBoLong;F3Tf3;2;Long;01/12/2009 17:35:00;1937,8;01/12/2009 22:35:00;1935,3;-500;0;879,999999999973;459,999999999991
61;GC;CuBoLong;F3Tf3;2;Long;07/12/2009 19:35:00;1901,2;07/12/2009 22:35:00;1896,7;-900;0;2159,99999999999;200
62;GC;CuBoLong;F3Tf3;2;Long;06/01/2010 16:35:00;1874,7;06/01/2010 22:35:00;1875,8;219,999999999982;0;700;700
63;GC;CuBoLong;F3Tf3;2;Long;13/01/2010 19:35:00;1874,6;13/01/2010 22:35:00;1875,9;260,000000000036;0;539,999999999964;300
64;GC;CuBoLong;F3Tf3;2;Long;18/02/2010 17:05:00;1859;18/02/2010 22:35:00;1859,8;159,999999999991;0;1540,00000000001;380,000000000018
65;GC;CuBoLong;F3Tf3;2;Long;19/02/2010 17:35:00;1854,6;19/02/2010 22:35:00;1854,9;60,0000000000364;0;419,999999999982;1780,00000000002
66;GC;CuBoLong;F3Tf3;2;Long;26/02/2010 17:05:00;1852,2;26/02/2010 22:35:00;1852,5;59,9999999999909;0;980,000000000018;679,999999999973
67;GC;CuBoLong;F3Tf3;2;Long;02/03/2010 17:05:00;1867,4;02/03/2010 22:35:00;1871,1;739,999999999964;0;260,000000000036;1400
68;GC;CuBoLong;F3Tf3;2;Long;03/03/2010 18:05:00;1881,2;03/03/2010 22:35:00;1876,3;-980,000000000018;0;1180,00000000002;79,9999999999727
69;GC;CuBoLong;F3Tf3;2;Long;05/03/2010 16:35:00;1876,3;05/03/2010 22:35:00;1869,5;-1359,99999999999;0;1700;200
70;GC;CuBoLong;F3Tf3;3;Long;05/04/2010 19:05:00;1867,6;05/04/2010 22:35:00;1867;-179,999999999973;0;600;420,000000000027
71;GC;CuBoLong;F3Tf3;3;Long;06/04/2010 16:35:00;1872,1;06/04/2010 22:35:00;1869,8;-689,999999999986;0;809,999999999945;660,000000000014
72;GC;CuBoLong;F3Tf3;3;Long;07/04/2010 16:35:00;1882,1;07/04/2010 22:35:00;1884,3;660,000000000014;0;959,999999999945;2040,00000000005
73;GC;CuBoLong;F3Tf3;3;Long;09/04/2010 17:05:00;1894,6;09/04/2010 22:35:00;1896,3;510,000000000014;0;329,999999999973;1770,00000000003
74;GC;CuBoLong;F3Tf3;3;Long;15/04/2010 17:05:00;1894,3;15/04/2010 22:35:00;1895,1;239,999999999986;0;239,999999999986;810,000000000014
75;GC;CuBoLong;F3Tf3;3;Long;21/04/2010 19:05:00;1885;21/04/2010 22:35:00;1883;-600;0;1470,00000000003;120,000000000027
76;GC;CuBoLong;F3Tf3;3;Long;23/04/2010 16:35:00;1881,6;23/04/2010 22:35:00;1891,5;2970,00000000003;0;450;3300
77;GC;CuBoLong;F3Tf3;3;Long;27/04/2010 17:05:00;1893;27/04/2010 22:35:00;1904,5;3450;0;510,000000000014;4529,99999999997
78;GC;CuBoLong;F3Tf3;3;Long;28/04/2010 17:05:00;1905,6;28/04/2010 22:35:00;1902,5;-929,999999999973;0;1259,99999999995;1320,00000000003
79;GC;CuBoLong;F3Tf3;3;Long;06/05/2010 18:05:00;1931,3;06/05/2010 22:35:00;1944;3810,00000000001;0;2219,99999999996;4589,99999999999
80;GC;CuBoLong;F3Tf3;3;Long;07/05/2010 19:05:00;1946,3;07/05/2010 22:35:00;1943,7;-779,999999999973;0;1379,99999999997;989,999999999986
81;GC;CuBoLong;F3Tf3;3;Long;11/05/2010 21:05:00;1964,4;11/05/2010 22:35:00;1966,9;750;0;270,000000000027;1650
